ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction
66662,Male,16,First-time,Business,Economy,978,0,0.0,3,3,3,3,4,3,4,5,4,4,4,3,4,4,Neutral or Dissatisfied
63930,Female,24,Returning,Personal,Economy,1158,0,0.0,3,1,4,1,3,1,2,3,2,2,4,1,2,3,Neutral or Dissatisfied
128158,Female,35,First-time,Business,Economy,1788,0,0.0,1,1,3,2,3,3,5,4,5,5,4,2,5,4,Neutral or Dissatisfied
108848,Female,50,Returning,Business,Business,1947,0,4.0,3,3,4,4,3,4,5,4,4,5,4,3,4,4,Satisfied
97215,Female,31,First-time,Business,Economy Plus,1497,11,11.0,2,2,3,2,3,2,1,4,1,1,3,3,1,4,Neutral or Dissatisfied
111531,Female,37,Returning,Business,Business,2797,21,24.0,4,4,3,5,4,4,4,4,5,4,4,4,4,4,Satisfied
18709,Female,55,Returning,Business,Economy Plus,383,0,0.0,1,1,4,4,1,1,3,1,3,5,1,1,1,1,Neutral or Dissatisfied
35893,Female,33,Returning,Personal,Economy,1065,0,0.0,5,2,4,2,2,5,1,5,1,1,5,2,1,4,Neutral or Dissatisfied
4332,Female,40,Returning,Business,Business,3851,212,168.0,3,3,2,2,3,4,2,3,2,2,3,2,2,3,Neutral or Dissatisfied
55623,Female,45,Returning,Business,Business,1824,0,0.0,2,3,4,3,2,5,4,5,3,4,5,2,5,5,Satisfied
70721,Male,49,Returning,Business,Business,675,0,0.0,2,2,3,4,2,4,5,4,4,5,4,2,4,4,Satisfied
48569,Male,23,Returning,Personal,Economy,737,1,0.0,4,3,4,3,3,4,3,5,3,3,4,3,3,2,Neutral or Dissatisfied
97774,Male,53,Returning,Business,Business,3398,4,6.0,2,2,5,5,2,4,4,5,5,2,4,2,4,4,Satisfied
47526,Male,68,Returning,Personal,Economy,532,0,0.0,5,2,5,2,1,4,1,3,1,1,5,3,1,5,Neutral or Dissatisfied
35709,Female,35,Returning,Personal,Economy,2465,0,9.0,5,2,4,4,4,3,4,3,4,2,4,1,4,5,Neutral or Dissatisfied
122309,Male,54,Returning,Personal,Economy,541,0,33.0,5,4,3,4,5,3,1,4,1,1,4,4,1,5,Neutral or Dissatisfied
43458,Female,55,Returning,Business,Economy,594,0,0.0,1,2,5,4,1,2,3,2,2,3,2,2,2,2,Satisfied
103625,Female,42,Returning,Business,Business,405,6,0.0,1,1,5,5,1,4,4,4,3,3,4,1,4,4,Satisfied
53675,Female,25,Returning,Business,Business,3966,12,3.0,3,3,1,2,3,4,2,5,2,2,5,3,2,4,Satisfied
112347,Female,40,Returning,Business,Business,853,31,17.0,1,1,3,5,1,5,4,5,3,2,5,1,5,5,Satisfied
34365,Male,51,Returning,Personal,Economy,541,36,92.0,3,3,3,3,4,1,5,3,5,5,4,1,5,3,Neutral or Dissatisfied
6541,Female,20,First-time,Business,Business,207,0,4.0,4,1,1,1,3,1,3,5,3,3,4,1,3,3,Neutral or Dissatisfied
14071,Female,55,Returning,Business,Economy,371,14,5.0,1,1,5,1,1,5,5,5,5,2,5,5,5,5,Satisfied
55037,Female,25,Returning,Business,Business,1379,0,0.0,3,3,3,4,3,4,4,5,4,4,4,3,4,5,Satisfied
119923,Female,43,Returning,Business,Business,868,0,1.0,1,1,5,5,1,3,5,4,3,5,3,1,3,3,Satisfied
49029,Female,25,First-time,Business,Economy,373,0,1.0,4,4,3,4,5,1,4,4,4,4,4,4,4,2,Neutral or Dissatisfied
61104,Male,32,Returning,Personal,Economy,1607,4,6.0,5,4,4,4,3,3,4,4,4,4,4,3,4,4,Neutral or Dissatisfied
40097,Female,40,Returning,Business,Business,3193,3,0.0,3,3,4,3,3,5,1,5,1,1,5,3,5,5,Satisfied
99459,Female,44,Returning,Business,Business,283,11,18.0,5,5,4,5,5,4,4,4,5,4,4,5,4,4,Satisfied
63265,Male,48,Returning,Business,Business,337,2,2.0,2,2,3,5,2,4,4,4,5,3,4,2,4,4,Satisfied
44642,Male,40,First-time,Business,Economy,67,0,0.0,0,0,3,0,2,3,5,4,5,5,1,0,5,1,Satisfied
62593,Male,23,Returning,Business,Economy,346,0,0.0,4,0,4,0,3,2,5,1,5,5,5,0,5,5,Satisfied
104035,Male,45,Returning,Business,Business,3597,39,35.0,1,1,4,5,1,5,5,5,4,4,5,1,5,5,Satisfied
67458,Male,55,Returning,Personal,Economy,641,50,66.0,4,3,4,3,2,4,1,4,1,1,4,3,1,4,Neutral or Dissatisfied
93741,Male,57,Returning,Business,Business,368,0,0.0,3,3,4,4,3,4,4,4,3,4,4,3,4,4,Satisfied
84983,Female,15,Returning,Business,Business,1590,0,0.0,5,5,4,4,5,5,4,2,4,4,4,5,4,4,Satisfied
14769,Male,35,Returning,Business,Economy Plus,463,3,0.0,3,2,1,4,3,4,4,2,4,4,1,4,4,3,Satisfied
15081,Female,48,Returning,Business,Economy,239,81,75.0,1,1,4,4,1,4,4,4,3,3,4,4,4,4,Neutral or Dissatisfied
26663,Male,30,First-time,Business,Economy,545,0,0.0,0,1,4,1,4,5,1,3,3,3,1,1,3,2,Neutral or Dissatisfied
115327,Male,27,First-time,Business,Business,296,17,30.0,4,4,5,4,1,5,4,4,4,4,4,4,4,4,Satisfied
36856,Male,37,Returning,Business,Business,3110,5,22.0,4,2,2,3,4,4,3,4,5,2,4,4,4,4,Satisfied
84356,Female,10,First-time,Business,Economy,606,0,25.0,1,4,1,4,3,2,3,1,3,3,4,4,3,3,Neutral or Dissatisfied
28005,Male,25,Returning,Business,Business,2239,0,0.0,2,2,1,5,2,5,5,2,5,5,5,2,5,3,Satisfied
78822,Male,68,Returning,Personal,Economy,554,7,0.0,4,3,4,3,5,5,4,2,4,4,5,3,4,4,Neutral or Dissatisfied
32074,Male,39,Returning,Business,Business,3038,0,3.0,4,5,2,1,5,5,2,5,5,1,5,5,5,5,Satisfied
89346,Female,29,Returning,Business,Economy,1587,0,0.0,3,3,2,2,3,1,2,3,2,2,4,2,2,4,Neutral or Dissatisfied
113087,Female,49,Returning,Business,Economy,543,20,13.0,2,2,3,4,2,1,4,2,3,5,1,2,1,1,Neutral or Dissatisfied
54443,Male,36,Returning,Personal,Economy Plus,305,0,0.0,5,4,4,4,3,5,3,2,3,3,4,3,3,4,Neutral or Dissatisfied
17585,Female,18,Returning,Personal,Economy,852,0,0.0,5,3,4,3,2,5,3,2,3,3,5,3,3,4,Neutral or Dissatisfied
59073,Male,43,Returning,Business,Business,1662,0,0.0,2,3,5,2,2,5,5,5,5,4,5,2,5,5,Satisfied
70356,Male,16,Returning,Personal,Economy Plus,986,0,0.0,1,3,1,3,3,3,2,3,2,2,3,3,2,3,Neutral or Dissatisfied
99135,Male,25,Returning,Personal,Economy,181,0,0.0,5,0,4,0,2,3,3,5,3,3,4,2,3,5,Neutral or Dissatisfied
3000,Female,44,Returning,Business,Business,3357,7,10.0,1,1,5,4,1,4,5,4,3,3,4,1,4,4,Satisfied
47702,Male,26,Returning,Personal,Economy,1242,15,3.0,2,3,3,3,4,4,3,4,2,2,3,3,2,4,Neutral or Dissatisfied
108031,Female,41,Returning,Business,Business,2905,5,2.0,0,0,4,4,3,3,4,3,5,3,3,0,3,3,Satisfied
116504,Male,34,Returning,Personal,Economy,325,15,0.0,2,1,2,1,3,2,5,1,1,1,2,1,1,2,Neutral or Dissatisfied
96113,Male,46,Returning,Business,Business,1069,16,18.0,1,1,4,5,1,5,4,5,5,3,5,1,5,5,Satisfied
128796,Female,23,First-time,Business,Economy,1194,0,6.0,2,2,4,3,2,3,4,5,4,2,5,2,4,5,Neutral or Dissatisfied
73302,Male,26,Returning,Business,Business,3960,45,48.0,1,1,4,4,1,4,4,2,4,4,4,1,4,5,Satisfied
25459,Female,28,Returning,Business,Economy Plus,669,2,0.0,4,5,3,2,5,4,2,4,2,2,4,2,2,4,Neutral or Dissatisfied
118278,Female,36,Returning,Business,Business,3166,41,33.0,2,2,3,4,2,3,4,4,4,2,3,2,3,3,Satisfied
87750,Male,50,First-time,Business,Business,214,0,0.0,4,4,4,4,4,4,3,2,3,3,5,4,3,4,Neutral or Dissatisfied
51590,Female,54,Returning,Business,Economy,370,0,0.0,5,5,1,4,5,5,4,5,1,1,5,5,5,5,Satisfied
92003,Female,54,Returning,Business,Business,1535,0,0.0,1,1,5,5,1,4,4,4,5,3,4,1,4,4,Satisfied
41721,Female,9,Returning,Personal,Business,695,1,0.0,4,1,3,1,2,3,2,2,2,2,4,2,2,5,Neutral or Dissatisfied
29981,Female,55,Returning,Business,Economy,234,61,,4,4,1,2,4,3,1,3,5,5,3,3,3,3,Satisfied
16648,Male,43,Returning,Business,Business,2962,96,121.0,3,3,1,2,3,2,2,2,1,2,2,2,2,2,Neutral or Dissatisfied
64819,Male,48,Returning,Business,Business,3873,0,4.0,2,4,1,2,2,4,3,4,3,2,4,4,4,4,Neutral or Dissatisfied
129026,Female,25,Returning,Personal,Economy,2704,152,191.0,2,2,5,3,3,4,5,4,5,2,1,2,2,3,Neutral or Dissatisfied
37427,Female,16,First-time,Business,Economy,1097,0,0.0,1,1,4,1,2,4,5,5,2,2,2,1,2,3,Neutral or Dissatisfied
2590,Male,23,Returning,Personal,Economy,280,39,30.0,4,1,1,1,4,1,4,2,4,4,3,1,4,4,Neutral or Dissatisfied
100369,Female,7,Returning,Personal,Economy,1130,0,0.0,5,2,3,2,4,3,5,2,5,5,5,2,5,3,Neutral or Dissatisfied
30073,Female,49,Returning,Personal,Economy,571,9,0.0,5,5,3,5,4,5,5,5,3,5,5,5,5,5,Satisfied
97482,Female,53,Returning,Business,Business,670,0,0.0,5,3,5,5,5,4,4,5,4,4,4,5,4,4,Satisfied
7005,Male,16,First-time,Business,Economy,234,0,0.0,3,4,3,4,3,3,2,2,2,2,4,4,2,4,Neutral or Dissatisfied
67531,Female,24,Returning,Business,Business,1235,0,0.0,4,5,5,5,4,5,5,2,5,5,4,4,5,5,Satisfied
129830,Male,39,Returning,Personal,Economy,337,0,30.0,5,1,4,1,4,3,4,4,2,2,5,1,2,5,Neutral or Dissatisfied
54587,Male,54,Returning,Business,Business,3180,41,28.0,5,5,4,4,5,5,5,5,5,3,5,5,5,5,Satisfied
63300,Female,26,First-time,Business,Business,447,2,0.0,0,3,4,3,4,3,1,3,1,1,4,3,1,5,Neutral or Dissatisfied
110079,Female,16,Returning,Personal,Business,1072,31,25.0,5,4,5,4,3,5,2,4,2,2,4,4,2,4,Neutral or Dissatisfied
65629,Male,60,Returning,Personal,Economy,175,2,6.0,5,3,1,3,4,4,1,4,2,2,4,3,2,2,Neutral or Dissatisfied
91387,Male,47,Returning,Business,Business,2158,0,0.0,5,5,4,5,5,4,5,5,3,3,4,5,4,4,Satisfied
98884,Male,27,Returning,Personal,Economy,991,106,102.0,4,4,3,4,3,4,4,4,4,4,5,4,4,4,Neutral or Dissatisfied
25433,Female,32,Returning,Business,Business,2560,28,32.0,1,1,2,5,1,5,5,2,5,5,4,1,5,5,Satisfied
34932,Female,50,Returning,Personal,Economy,187,0,0.0,4,1,3,4,4,4,5,1,3,3,4,1,4,4,Neutral or Dissatisfied
120012,Male,65,Returning,Personal,Economy,328,0,9.0,5,4,5,4,3,3,1,4,3,3,4,2,3,3,Neutral or Dissatisfied
13488,Female,56,Returning,Business,Economy,106,11,4.0,2,2,4,1,2,5,2,5,3,4,5,5,5,5,Satisfied
81595,Female,53,Returning,Business,Business,334,22,39.0,1,1,5,4,1,4,5,4,5,5,4,1,4,4,Satisfied
15134,Male,28,First-time,Business,Economy,1042,0,0.0,1,1,2,1,2,4,5,2,5,5,3,1,5,1,Neutral or Dissatisfied
107949,Male,60,Returning,Business,Business,611,122,154.0,4,4,4,4,4,5,4,5,4,4,3,4,5,4,Satisfied
58575,Female,49,Returning,Business,Economy,403,0,0.0,5,5,4,3,5,3,4,3,2,1,3,3,3,3,Neutral or Dissatisfied
103701,Male,54,Returning,Personal,Economy,405,0,0.0,2,0,4,0,4,4,4,1,4,4,4,0,4,3,Satisfied
51149,Male,65,Returning,Personal,Economy,109,0,1.0,4,3,3,3,3,4,2,2,2,2,5,3,2,4,Neutral or Dissatisfied
11722,Female,42,First-time,Business,Business,429,13,2.0,3,3,3,3,4,4,3,5,3,3,4,3,3,4,Neutral or Dissatisfied
103796,Male,65,Returning,Business,Economy,882,0,0.0,4,4,1,2,4,3,2,5,2,2,3,2,2,3,Neutral or Dissatisfied
119642,Male,40,Returning,Business,Business,2967,0,0.0,3,3,4,5,3,3,5,3,5,5,3,3,3,3,Satisfied
122910,Female,36,Returning,Business,Business,328,0,10.0,5,5,3,4,5,4,4,4,4,2,4,5,4,4,Satisfied
93095,Female,49,Returning,Business,Business,3636,0,0.0,1,1,5,4,1,5,5,4,5,5,5,1,5,5,Satisfied
101873,Male,68,Returning,Personal,Economy,1747,0,0.0,3,3,2,3,3,2,4,2,4,4,4,3,4,2,Neutral or Dissatisfied
18105,Female,42,Returning,Personal,Economy,610,0,0.0,2,3,2,2,3,2,3,3,4,1,2,3,2,3,Neutral or Dissatisfied
29238,Male,45,Returning,Business,Business,873,0,0.0,3,3,3,4,3,4,1,4,3,5,4,3,4,4,Satisfied
128949,Male,49,Returning,Business,Business,2879,0,0.0,4,4,4,4,4,5,5,5,3,4,5,4,5,5,Satisfied
7889,Female,48,Returning,Personal,Economy,910,0,6.0,5,1,4,4,5,2,5,1,5,2,2,1,2,4,Neutral or Dissatisfied
15120,Male,44,Returning,Business,Economy,1042,0,0.0,2,2,4,5,2,1,5,5,5,5,5,5,5,3,Satisfied
59140,Male,26,Returning,Personal,Economy,1744,2,0.0,4,2,5,2,2,4,2,5,2,2,5,2,2,3,Neutral or Dissatisfied
99840,Female,27,First-time,Business,Economy,534,23,44.0,2,3,2,3,3,4,2,3,2,2,3,3,2,3,Neutral or Dissatisfied
60376,Male,26,Returning,Business,Business,1452,22,5.0,5,5,5,4,5,3,4,3,4,4,4,5,4,4,Satisfied
3461,Female,57,Returning,Business,Economy Plus,213,36,78.0,2,2,1,4,2,3,4,3,3,1,3,3,3,3,Neutral or Dissatisfied
45167,Female,41,Returning,Personal,Economy,174,0,0.0,4,5,5,5,1,3,2,2,2,2,4,5,2,5,Satisfied
50521,Male,16,Returning,Personal,Economy,193,39,21.0,4,3,5,3,3,1,3,5,3,3,2,3,3,2,Neutral or Dissatisfied
43097,Female,19,Returning,Personal,Economy,236,0,0.0,5,3,5,3,4,4,3,5,3,3,4,3,3,5,Neutral or Dissatisfied
97493,Female,9,Returning,Personal,Economy,822,4,9.0,5,4,5,4,1,5,1,3,1,1,5,4,1,5,Neutral or Dissatisfied
94391,Male,54,Returning,Business,Business,189,0,0.0,2,4,3,5,2,4,5,4,4,5,4,2,4,5,Satisfied
30609,Female,62,Returning,Personal,Economy,472,23,35.0,2,3,4,3,4,4,3,3,4,5,4,3,4,4,Neutral or Dissatisfied
123989,Male,49,First-time,Business,Business,184,0,0.0,4,4,4,4,1,4,5,4,5,5,4,4,5,4,Satisfied
50344,Male,25,First-time,Business,Economy,337,0,0.0,0,2,1,2,1,1,3,3,3,3,4,2,3,2,Neutral or Dissatisfied
21281,Female,41,Returning,Business,Economy,620,1,0.0,3,3,3,5,3,1,5,2,5,5,5,5,5,1,Satisfied
84997,Male,58,Returning,Business,Business,1590,29,7.0,5,5,3,3,5,4,5,4,3,2,4,5,4,4,Satisfied
123483,Male,29,First-time,Business,Economy,2296,0,2.0,2,2,2,2,3,2,4,4,3,3,4,2,3,4,Neutral or Dissatisfied
37516,Female,46,Returning,Business,Economy,944,159,161.0,5,5,3,3,5,3,3,3,3,3,2,3,2,3,Neutral or Dissatisfied
42704,Female,26,Returning,Personal,Economy,604,426,427.0,5,2,5,2,5,5,5,4,5,2,4,2,3,5,Neutral or Dissatisfied
96580,Female,27,Returning,Personal,Economy,333,46,33.0,2,5,4,5,3,1,5,4,5,5,3,3,5,2,Neutral or Dissatisfied
5838,Female,37,First-time,Business,Economy Plus,273,0,0.0,1,1,3,1,4,2,3,3,4,4,3,1,4,3,Neutral or Dissatisfied
22535,Male,66,Returning,Personal,Economy Plus,143,71,54.0,5,1,2,1,2,5,1,3,1,1,2,1,1,3,Neutral or Dissatisfied
29107,Male,37,Returning,Personal,Economy,987,0,0.0,5,3,3,3,5,4,3,3,3,3,5,3,3,5,Neutral or Dissatisfied
37206,Female,50,First-time,Business,Business,680,0,0.0,4,4,4,4,2,4,1,2,1,1,5,4,1,5,Satisfied
125217,Male,65,Returning,Personal,Economy,651,0,0.0,3,4,4,4,3,1,1,1,1,1,4,4,1,3,Satisfied
110695,Male,33,Returning,Personal,Economy,945,0,4.0,3,2,2,2,5,4,5,4,5,5,3,2,5,1,Neutral or Dissatisfied
111426,Male,24,Returning,Business,Business,2690,0,0.0,3,3,2,1,3,4,1,2,1,1,3,1,1,3,Neutral or Dissatisfied
117704,Male,41,Returning,Business,Economy,1009,0,0.0,2,2,3,1,2,3,1,1,1,1,3,1,1,4,Neutral or Dissatisfied
96956,Male,28,Returning,Business,Business,2172,0,0.0,1,1,4,4,1,3,4,2,4,4,5,1,4,4,Satisfied
32507,Male,50,Returning,Business,Economy,84,5,5.0,3,3,5,5,3,1,5,3,5,5,1,5,5,5,Satisfied
45221,Male,24,Returning,Business,Business,3090,10,4.0,1,1,5,3,1,1,3,1,3,3,1,3,3,1,Neutral or Dissatisfied
38990,Female,56,Returning,Business,Business,3150,0,2.0,5,5,4,3,5,5,2,5,5,2,5,5,5,5,Satisfied
100111,Male,44,Returning,Business,Business,3138,0,0.0,4,2,4,4,4,5,4,5,3,5,5,4,5,5,Satisfied
11340,Female,64,Returning,Personal,Economy,396,0,0.0,5,0,4,4,3,3,5,0,4,2,3,0,3,1,Satisfied
66129,Male,37,Returning,Personal,Economy,583,0,0.0,5,3,5,3,5,3,2,4,2,2,5,4,2,4,Satisfied
22646,Male,25,Returning,Personal,Economy,300,0,0.0,4,3,5,3,1,5,5,4,5,5,5,3,5,4,Neutral or Dissatisfied
97193,Male,14,Returning,Personal,Economy,1390,198,187.0,4,2,4,3,1,5,4,3,4,2,3,2,4,4,Neutral or Dissatisfied
44213,Female,16,Returning,Personal,Business,224,0,0.0,3,4,3,4,4,1,3,1,3,3,4,4,3,4,Neutral or Dissatisfied
72624,Female,40,Returning,Personal,Economy,1121,27,24.0,1,3,3,3,3,1,5,5,2,2,2,3,2,2,Neutral or Dissatisfied
105097,Male,26,First-time,Business,Business,220,0,0.0,0,4,4,4,1,4,5,3,5,5,5,4,5,5,Satisfied
83028,Male,40,Returning,Business,Business,2128,0,20.0,2,2,3,4,2,4,5,4,4,4,4,2,4,4,Satisfied
7187,Female,36,First-time,Business,Economy,139,0,0.0,3,4,1,4,3,1,3,4,3,3,4,4,3,4,Neutral or Dissatisfied
21414,Female,37,Returning,Business,Business,2185,18,13.0,2,2,4,5,2,4,2,4,3,5,4,2,4,4,Satisfied
72176,Male,51,Returning,Business,Business,594,0,0.0,3,3,4,5,3,4,4,4,4,2,4,3,4,4,Satisfied
13182,Female,22,First-time,Business,Economy,419,0,6.0,3,3,5,3,3,3,3,2,3,3,5,3,3,3,Neutral or Dissatisfied
14151,Female,57,Returning,Personal,Economy,594,19,33.0,3,1,3,4,4,3,3,1,4,5,3,2,3,3,Neutral or Dissatisfied
60384,Female,34,Returning,Business,Business,1452,0,0.0,0,0,2,4,3,3,3,0,4,5,3,1,3,3,Neutral or Dissatisfied
73311,Female,53,Returning,Business,Business,1005,0,0.0,2,2,5,4,2,4,4,4,3,5,4,2,4,4,Satisfied
109607,Male,44,Returning,Business,Business,3214,29,37.0,5,5,3,3,5,2,2,2,4,1,2,2,2,2,Neutral or Dissatisfied
110251,Female,26,Returning,Personal,Economy,1147,154,139.0,5,2,2,1,3,2,2,5,2,2,5,2,5,5,Neutral or Dissatisfied
39313,Male,25,Returning,Personal,Economy,67,9,8.0,5,2,5,2,2,4,1,5,5,5,5,2,5,5,Neutral or Dissatisfied
105907,Male,21,First-time,Business,Economy,283,0,0.0,1,4,4,4,3,3,4,2,3,3,4,3,3,3,Neutral or Dissatisfied
105076,Male,51,Returning,Business,Business,3480,0,0.0,5,5,4,4,5,4,5,4,5,4,4,5,4,4,Satisfied
108762,Female,50,Returning,Business,Business,406,15,0.0,4,4,4,4,4,4,4,4,4,3,4,4,4,4,Satisfied
108016,Male,43,Returning,Business,Business,589,0,0.0,3,5,3,5,5,4,4,4,4,5,4,5,4,4,Satisfied
42019,Male,30,Returning,Business,Business,1931,0,0.0,5,5,3,5,5,3,5,3,5,5,3,5,5,5,Satisfied
99130,Male,8,Returning,Personal,Economy,419,7,0.0,5,2,3,2,4,4,5,1,5,5,1,2,5,3,Neutral or Dissatisfied
30294,Female,24,Returning,Business,Business,1476,0,8.0,4,4,4,5,4,2,5,3,5,5,5,4,5,4,Satisfied
103561,Male,53,Returning,Business,Business,738,24,22.0,3,3,3,4,3,4,5,5,5,3,4,3,4,4,Satisfied
67964,Female,48,Returning,Business,Business,1464,0,0.0,5,2,5,5,5,4,5,4,4,2,4,5,4,4,Satisfied
8704,Male,68,Returning,Personal,Economy,280,7,6.0,4,3,4,3,3,5,5,5,4,4,4,3,4,4,Neutral or Dissatisfied
10919,Male,46,Returning,Business,Economy,301,0,0.0,2,2,3,3,2,4,3,2,3,3,3,3,3,2,Neutral or Dissatisfied
85001,Male,34,First-time,Business,Economy,998,173,171.0,3,3,5,5,3,4,5,1,5,3,4,3,3,3,Neutral or Dissatisfied
17982,Male,39,First-time,Business,Business,332,4,0.0,2,2,3,2,4,1,3,4,5,5,3,2,5,3,Neutral or Dissatisfied
49134,Female,21,First-time,Business,Economy,156,0,0.0,0,3,5,3,3,4,2,5,3,3,1,3,3,3,Neutral or Dissatisfied
101005,Male,49,Returning,Business,Business,2635,0,0.0,5,5,5,4,5,4,4,4,5,3,4,5,4,4,Satisfied
89685,Male,36,First-time,Business,Economy,544,0,0.0,5,4,4,4,4,4,1,5,1,1,2,4,1,1,Neutral or Dissatisfied
82200,Male,54,Returning,Business,Economy Plus,1927,0,0.0,4,4,1,3,4,3,3,5,3,3,4,3,3,4,Neutral or Dissatisfied
10246,Male,48,Returning,Personal,Business,229,0,0.0,5,3,3,5,2,5,5,3,4,2,5,3,5,5,Neutral or Dissatisfied
95358,Female,19,Returning,Personal,Economy,496,0,0.0,4,4,4,4,3,4,1,3,5,5,4,4,5,4,Neutral or Dissatisfied
105840,Female,36,Returning,Personal,Economy,842,0,0.0,5,4,5,4,1,5,1,3,1,1,4,4,1,4,Neutral or Dissatisfied
70901,Male,24,Returning,Business,Business,1721,12,39.0,2,2,4,2,2,2,2,5,2,2,4,2,2,2,Neutral or Dissatisfied
30588,Male,38,Returning,Personal,Economy,628,4,0.0,4,1,5,1,2,5,2,4,3,3,4,1,3,4,Neutral or Dissatisfied
59257,Male,66,Returning,Personal,Economy,3904,1,0.0,4,2,1,1,2,3,1,5,1,2,3,2,3,4,Neutral or Dissatisfied
127331,Female,29,First-time,Business,Business,507,8,0.0,3,3,5,3,2,4,4,3,2,2,4,3,2,5,Neutral or Dissatisfied
76205,Male,37,Returning,Personal,Economy,2422,0,0.0,4,1,4,1,4,4,2,2,2,2,5,1,2,3,Neutral or Dissatisfied
16827,Male,49,Returning,Personal,Economy,645,61,73.0,4,3,4,3,2,4,2,4,4,4,4,3,4,5,Neutral or Dissatisfied
117849,Male,38,Returning,Business,Economy,2133,8,6.0,2,2,3,4,2,4,4,1,4,4,4,4,4,3,Neutral or Dissatisfied
18937,Male,22,Returning,Personal,Economy,503,67,65.0,1,2,3,2,2,3,1,5,4,4,2,3,4,3,Neutral or Dissatisfied
22719,Male,19,Returning,Business,Business,170,0,3.0,4,0,3,3,5,5,3,4,3,3,4,0,3,5,Satisfied
112423,Male,29,Returning,Business,Business,909,24,19.0,1,4,1,2,1,2,2,4,2,2,3,2,2,2,Neutral or Dissatisfied
86638,Female,38,First-time,Business,Business,746,9,5.0,1,1,4,1,5,4,5,2,5,5,4,1,5,4,Neutral or Dissatisfied
72719,Female,45,Returning,Business,Business,985,0,0.0,3,3,4,4,3,3,4,4,4,5,3,3,3,3,Satisfied
32098,Female,26,Returning,Business,Business,163,0,0.0,5,4,3,5,5,2,3,3,5,5,5,5,5,5,Satisfied
126960,Female,56,Returning,Business,Business,325,0,0.0,5,5,5,5,5,5,5,5,4,3,5,5,5,5,Satisfied
111845,Male,36,First-time,Business,Business,804,173,163.0,3,3,1,4,4,5,1,4,1,3,3,3,5,4,Neutral or Dissatisfied
127948,Female,53,Returning,Business,Business,1999,7,0.0,4,4,4,4,4,4,5,4,3,2,4,4,4,4,Satisfied
59033,Male,32,Returning,Business,Business,1846,3,42.0,4,4,3,5,4,4,5,4,5,5,5,4,5,4,Satisfied
67255,Female,34,Returning,Personal,Economy,1119,0,0.0,5,3,3,3,3,3,5,5,5,5,4,2,5,5,Neutral or Dissatisfied
80325,Female,27,Returning,Personal,Economy,746,0,0.0,4,4,4,4,3,1,5,1,5,5,3,4,5,4,Satisfied
122301,Female,49,Returning,Personal,Economy,573,16,5.0,5,2,1,4,4,3,3,2,1,1,3,1,3,3,Neutral or Dissatisfied
2192,Female,29,Returning,Personal,Economy,685,42,34.0,4,2,4,2,4,5,3,2,3,3,4,2,3,5,Neutral or Dissatisfied
110303,Female,43,Returning,Business,Business,1535,3,0.0,3,5,4,5,5,5,4,5,5,4,5,5,5,5,Satisfied
124104,Male,9,First-time,Business,Business,529,0,0.0,0,5,5,5,2,5,1,5,1,1,5,5,1,5,Satisfied
61143,Male,26,Returning,Business,Business,2707,6,0.0,3,3,3,5,3,4,5,4,5,5,5,3,5,4,Satisfied
62458,Female,25,Returning,Business,Business,1723,59,47.0,3,3,2,2,3,1,3,5,3,3,4,3,3,2,Neutral or Dissatisfied
117337,Female,50,Returning,Business,Business,296,7,0.0,1,1,5,4,1,5,4,5,3,4,5,1,5,5,Satisfied
80704,Male,27,Returning,Personal,Economy,874,0,0.0,5,3,2,3,3,4,1,2,1,1,2,3,1,4,Neutral or Dissatisfied
107768,Female,60,Returning,Business,Business,2619,4,0.0,4,4,3,5,4,5,4,4,3,5,5,4,5,5,Satisfied
56109,Female,38,Returning,Personal,Economy,2402,1,17.0,2,3,5,3,3,4,5,4,5,3,4,3,1,3,Neutral or Dissatisfied
35068,Female,57,Returning,Business,Business,3321,0,0.0,1,4,5,5,1,4,4,4,4,5,4,1,4,4,Satisfied
67738,Male,11,Returning,Business,Economy,1431,317,318.0,2,2,1,1,2,4,1,3,1,1,1,1,1,4,Neutral or Dissatisfied
78334,Female,38,First-time,Business,Business,1547,9,3.0,5,5,4,5,2,5,3,5,3,3,5,5,3,4,Satisfied
71473,Female,25,Returning,Business,Business,3611,0,0.0,4,4,1,2,4,1,2,3,2,2,3,2,2,4,Neutral or Dissatisfied
103343,Female,65,Returning,Personal,Economy,1139,7,0.0,5,3,4,5,2,1,4,3,5,2,1,4,1,1,Neutral or Dissatisfied
110696,Male,9,Returning,Personal,Economy,1005,1,0.0,5,2,3,2,3,4,5,4,5,5,5,2,5,2,Neutral or Dissatisfied
101955,Female,23,Returning,Business,Business,628,0,0.0,1,3,1,2,1,4,2,2,2,2,4,2,2,4,Neutral or Dissatisfied
7744,Male,42,Returning,Business,Economy Plus,489,0,0.0,2,2,1,2,2,4,2,3,2,2,2,2,2,3,Neutral or Dissatisfied
49555,Male,46,Returning,Business,Business,3932,10,7.0,4,4,5,2,4,3,1,3,4,1,3,4,3,3,Satisfied
